2024-11-11 18:14:35 0 [Note] Starting MariaDB 10.4.32-MariaDB source revision c4143f909528e3fab0677a28631d10389354c491 as process 26604
2024-11-11 18:14:35 0 [Note] InnoDB: Mutexes and rw_locks use Windows interlocked functions
2024-11-11 18:14:35 0 [Note] InnoDB: Uses event mutexes
2024-11-11 18:14:35 0 [Note] InnoDB: Compressed tables use zlib 1.3
2024-11-11 18:14:35 0 [Note] InnoDB: Number of pools: 1
2024-11-11 18:14:35 0 [Note] InnoDB: Using SSE2 crc32 instructions
2024-11-11 18:14:36 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=49] with future log sequence number 369360450
2024-11-11 18:14:36 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=318] with future log sequence number 369360450
2024-11-11 18:14:36 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=1332, page number=47] with future log sequence number 369387215
2024-11-11 18:14:36 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=48] with future log sequence number 369360411
2024-11-11 18:14:36 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=296] with future log sequence number 369673315
2024-11-11 18:14:36 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=663] with future log sequence number 369673315
2024-11-11 18:14:36 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=295] with future log sequence number 369672884
2024-11-11 18:14:36 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=662] with future log sequence number 369672884
2024-11-11 18:14:36 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=294] with future log sequence number 369663446
2024-11-11 18:14:36 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=661] with future log sequence number 369663446
2024-11-11 18:14:36 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=293] with future log sequence number 369653985
2024-11-11 18:14:36 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=659] with future log sequence number 369653985
2024-11-11 18:14:36 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=292] with future log sequence number 369644486
2024-11-11 18:14:36 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=457] with future log sequence number 369644486
2024-11-11 18:14:36 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=291] with future log sequence number 369635031
2024-11-11 18:14:36 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=296] with future log sequence number 369674559
2024-11-11 18:14:36 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=663] with future log sequence number 369674559
2024-11-11 18:14:36 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=295] with future log sequence number 369674515
2024-11-11 18:14:36 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=662] with future log sequence number 369674515
2024-11-11 18:14:36 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=294] with future log sequence number 369674471
2024-11-11 18:14:36 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=661] with future log sequence number 369674471
2024-11-11 18:14:36 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=300] with future log sequence number 370178527
2024-11-11 18:14:36 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=1336, page number=251] with future log sequence number 370178586
2024-11-11 18:14:36 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=696] with future log sequence number 370178527
2024-11-11 18:14:36 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=299] with future log sequence number 370178133
2024-11-11 18:14:36 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=409] with future log sequence number 370178133
2024-11-11 18:14:36 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=696] with future log sequence number 370179465
2024-11-11 18:14:36 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=63] with future log sequence number 370260469
2024-11-11 18:14:36 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=1336, page number=5] with future log sequence number 370260398
2024-11-11 18:14:36 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=63] with future log sequence number 370260932
2024-11-11 18:14:36 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=448] with future log sequence number 370260932
2024-11-11 18:14:36 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=62] with future log sequence number 370260893
2024-11-11 18:14:36 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=491] with future log sequence number 370260893
2024-11-11 18:14:36 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=510] with future log sequence number 370260854
2024-11-11 18:14:36 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=61] with future log sequence number 370260854
2024-11-11 18:14:36 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=60] with future log sequence number 370260815
2024-11-11 18:14:36 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=243] with future log sequence number 370260815
2024-11-11 18:14:36 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=366] with future log sequence number 370260815
2024-11-11 18:14:36 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=195] with future log sequence number 370262617
2024-11-11 18:14:36 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=196] with future log sequence number 370272234
2024-11-11 18:14:36 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=336] with future log sequence number 370272234
2024-11-11 18:14:36 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=322] with future log sequence number 370272234
2024-11-11 18:14:36 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=198] with future log sequence number 370272831
2024-11-11 18:14:36 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=1332, page number=36] with future log sequence number 370272852
2024-11-11 18:14:36 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=370] with future log sequence number 370272831
2024-11-11 18:14:36 0 [ERROR] InnoDB: Page [page id: space=0, page number=7] log sequence number 333180834 is in the future! Current system log sequence number 300306.
2024-11-11 18:14:36 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-11-11 18:14:36 0 [ERROR] InnoDB: Page [page id: space=0, page number=3] log sequence number 1641183484 is in the future! Current system log sequence number 300306.
2024-11-11 18:14:36 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-11-11 18:14:36 0 [ERROR] InnoDB: Page [page id: space=0, page number=2] log sequence number 367800965 is in the future! Current system log sequence number 300306.
2024-11-11 18:14:36 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-11-11 18:14:36 0 [ERROR] InnoDB: Page [page id: space=0, page number=4] log sequence number 369297057 is in the future! Current system log sequence number 300306.
2024-11-11 18:14:36 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-11-11 18:14:36 0 [ERROR] InnoDB: Page [page id: space=0, page number=11] log sequence number 333192367 is in the future! Current system log sequence number 300306.
2024-11-11 18:14:36 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-11-11 18:14:36 0 [ERROR] InnoDB: Page [page id: space=0, page number=447] log sequence number 728262827 is in the future! Current system log sequence number 300306.
2024-11-11 18:14:36 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-11-11 18:14:36 0 [ERROR] InnoDB: Page [page id: space=0, page number=1] log sequence number 295236784 is in the future! Current system log sequence number 300306.
2024-11-11 18:14:36 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-11-11 18:14:36 0 [ERROR] InnoDB: Page [page id: space=0, page number=6] log sequence number 370178971 is in the future! Current system log sequence number 300306.
2024-11-11 18:14:36 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-11-11 18:14:36 0 [ERROR] InnoDB: Page [page id: space=0, page number=469] log sequence number 370178971 is in the future! Current system log sequence number 300306.
2024-11-11 18:14:36 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-11-11 18:14:36 0 [ERROR] InnoDB: Page [page id: space=0, page number=45] log sequence number 370180215 is in the future! Current system log sequence number 300306.
2024-11-11 18:14:36 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-11-11 18:14:36 0 [ERROR] InnoDB: Page [page id: space=0, page number=402] log sequence number 370180215 is in the future! Current system log sequence number 300306.
2024-11-11 18:14:36 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-11-11 18:14:36 0 [ERROR] InnoDB: Page [page id: space=0, page number=46] log sequence number 370180254 is in the future! Current system log sequence number 300306.
2024-11-11 18:14:36 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-11-11 18:14:36 0 [ERROR] InnoDB: Page [page id: space=0, page number=301] log sequence number 370180254 is in the future! Current system log sequence number 300306.
2024-11-11 18:14:36 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-11-11 18:14:36 0 [ERROR] InnoDB: Page [page id: space=0, page number=47] log sequence number 370181063 is in the future! Current system log sequence number 300306.
2024-11-11 18:14:36 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-11-11 18:14:36 0 [ERROR] InnoDB: Page [page id: space=0, page number=434] log sequence number 370181063 is in the future! Current system log sequence number 300306.
2024-11-11 18:14:36 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-11-11 18:14:36 0 [ERROR] InnoDB: Page [page id: space=0, page number=48] log sequence number 370181102 is in the future! Current system log sequence number 300306.
2024-11-11 18:14:36 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-11-11 18:14:36 0 [ERROR] InnoDB: Page [page id: space=0, page number=458] log sequence number 370181102 is in the future! Current system log sequence number 300306.
2024-11-11 18:14:36 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-11-11 18:14:36 0 [ERROR] InnoDB: Page [page id: space=0, page number=49] log sequence number 370220149 is in the future! Current system log sequence number 300306.
2024-11-11 18:14:36 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-11-11 18:14:36 0 [ERROR] InnoDB: Page [page id: space=0, page number=318] log sequence number 370220149 is in the future! Current system log sequence number 300306.
2024-11-11 18:14:36 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-11-11 18:14:36 0 [ERROR] InnoDB: Page [page id: space=0, page number=50] log sequence number 370220250 is in the future! Current system log sequence number 300306.
2024-11-11 18:14:36 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-11-11 18:14:36 0 [ERROR] InnoDB: Page [page id: space=0, page number=51] log sequence number 370220289 is in the future! Current system log sequence number 300306.
2024-11-11 18:14:36 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-11-11 18:14:36 0 [ERROR] InnoDB: Page [page id: space=0, page number=664] log sequence number 370220289 is in the future! Current system log sequence number 300306.
2024-11-11 18:14:36 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-11-11 18:14:36 0 [ERROR] InnoDB: Page [page id: space=0, page number=52] log sequence number 370220328 is in the future! Current system log sequence number 300306.
2024-11-11 18:14:36 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-11-11 18:14:36 0 [ERROR] InnoDB: Page [page id: space=0, page number=479] log sequence number 370220328 is in the future! Current system log sequence number 300306.
2024-11-11 18:14:36 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-11-11 18:14:36 0 [ERROR] InnoDB: Page [page id: space=0, page number=53] log sequence number 370220367 is in the future! Current system log sequence number 300306.
2024-11-11 18:14:36 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-11-11 18:14:36 0 [ERROR] InnoDB: Page [page id: space=0, page number=698] log sequence number 370220367 is in the future! Current system log sequence number 300306.
2024-11-11 18:14:36 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-11-11 18:14:36 0 [ERROR] InnoDB: Page [page id: space=0, page number=54] log sequence number 370220406 is in the future! Current system log sequence number 300306.
2024-11-11 18:14:36 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
